problem_id,problem_set_id,problem_part,problem_type,answer_types,normalized_text,math_preserving_text,answer_key,domain_family,node_codes,node_names,total_interactions,unique_students,clean_first_attempt_interactions,nonempty_answer_count,saw_answer_rate,mean_hint_count,discrete_score_mean,top_answer_surfaces_json,split,reason_codes
407575,PSBCNE9,2,Fill-in-the-blank(s),Numeric,Find the solution for the situation. w =,Find the solution for the situation. w =,9,equation_algebra,6.EE.B.6 | 6.EE.B.7,Write Expressions with Variables to Solve Problems | Write & Solve 1-Step Equations,258,247,228,258,0.1124031007751938,0.0193798449612403,0.8062015503875969,"[{""answer_norm"": ""9"", ""n"": 223}, {""answer_norm"": ""81"", ""n"": 20}, {""answer_norm"": ""7"", ""n"": 6}, {""answer_norm"": ""186"", ""n"": 2}, {""answer_norm"": ""27"", ""n"": 2}]",model_dev,
407583,PRABFMCN,1,Fill-in-the-blank(s),Numeric,Find the quotient. 2 ÷ 2,Find the quotient. 2 / 2,1,whole_number_arithmetic,5.NBT.B.6,Divide Whole Numbers (Up to 4-Digit Dividends & 2-Digit Divisors),716,710,694,716,0.0307262569832402,0.0125698324022346,0.9064245810055864,"[{""answer_norm"": ""1"", ""n"": 651}, {""answer_norm"": ""0"", ""n"": 34}, {""answer_norm"": ""2"", ""n"": 10}, {""answer_norm"": ""4"", ""n"": 9}, {""answer_norm"": ""1/4"", ""n"": 5}]",model_dev,
407757,PRABFMCP,1,Fill-in-the-blank(s),Numeric,Find the quotient. 1 2 ÷ 1 2,Find the quotient. 1 / 2 / 1 / 2,1,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,713,706,651,713,0.0771388499298737,0.0266479663394109,0.782608695652174,"[{""answer_norm"": ""1"", ""n"": 530}, {""answer_norm"": ""1/4"", ""n"": 67}, {""answer_norm"": ""2/2"", ""n"": 28}, {""answer_norm"": ""1/2"", ""n"": 19}, {""answer_norm"": ""0.25"", ""n"": 11}]",model_dev,
407929,PRABFMCQ,1,Fill-in-the-blank(s),Numeric,Find the quotient. 38 79 ÷ 38 79,Find the quotient. 38 / 79 / 38 / 79,1,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,723,716,682,723,0.0511756569847856,0.0221300138312586,0.9114799446749654,"[{""answer_norm"": ""1"", ""n"": 649}, {""answer_norm"": ""1/1"", ""n"": 22}, {""answer_norm"": ""3002/3002"", ""n"": 12}, {""answer_norm"": ""0"", ""n"": 4}, {""answer_norm"": ""76/79"", ""n"": 3}]",test,
408499,PRABETNX,1,Fill-in-the-blank(s),Numeric,Find the value of the expression. 1 4 · ( - 12 ),Find the value of the expression. 1 / 4 * (- 12),-3,ratio_percent,7.NS.A.2c,Apply Properties of Operations to Multiply/Divide Rational Numbers,1498,1449,1316,1498,0.1214953271028037,0.0340453938584779,0.7723631508678238,"[{""answer_norm"": ""-3"", ""n"": 1212}, {""answer_norm"": ""3"", ""n"": 105}, {""answer_norm"": ""-12/4"", ""n"": 18}, {""answer_norm"": ""-4"", ""n"": 15}, {""answer_norm"": ""-48"", ""n"": 13}]",model_dev,
409731,PSBCNU9,1,Fill-in-the-blank(s),Numeric,It costs $3.45 to buy 3 4 foot of electrical wire. How much would it cost to purchase 7 1 2 feet of wire? $,It costs $3.45 to buy 3 / 4 foot of electrical wire. How much would it cost to purchase 7 1 / 2 feet of wire? $,34.5,ratio_percent,7.RP.A.1,Compute Unit Rates with Fractions,646,634,419,646,0.348297213622291,0.0866873065015479,0.5154798761609907,"[{""answer_norm"": ""34.5"", ""n"": 347}, {""answer_norm"": ""34.50"", ""n"": 80}, {""answer_norm"": ""2.16"", ""n"": 29}, {""answer_norm"": ""10"", ""n"": 21}, {""answer_norm"": ""3.45"", ""n"": 8}]",test,
412814,PRABEPPR,1,Fill-in-the-blank(s),Numeric,"The points (12, 23) and (14, 45) lie on a line. What is the slope of the line?","The points (12, 23) and (14, 45) lie on a line. What is the slope of the line?",11,functions_graphs,8.F.B.4,Use Functions to Model Relationships Between Quantities,416,413,294,416,0.2788461538461538,0.125,0.6706730769230769,"[{""answer_norm"": ""11"", ""n"": 341}, {""answer_norm"": ""22/2"", ""n"": 20}, {""answer_norm"": ""1/11"", ""n"": 8}, {""answer_norm"": ""2"", ""n"": 4}, {""answer_norm"": ""2/22"", ""n"": 4}]",model_dev,
412825,PSBCPB3,2,Fill-in-the-blank(s),Numeric,Calculate how far the hurdles are from one another. meters,Calculate how far the hurdles are from one another. meters,7.5,decimal,6.NS.B.3,"Add, Subtract, Multiply & Divide Multi-Digit Decimals",143,142,52,143,0.6083916083916084,0.1958041958041958,0.2657342657342657,"[{""answer_norm"": ""7.5"", ""n"": 51}, {""answer_norm"": ""6.5625"", ""n"": 11}, {""answer_norm"": ""7"", ""n"": 10}, {""answer_norm"": ""6.5"", ""n"": 9}, {""answer_norm"": ""6"", ""n"": 7}]",model_dev,
414393,PSBCPJC,3,Fill-in-the-blank(s),Numeric,"Altogether, how many cups of jam are in the jars? cups of jam","Altogether, how many cups of jam are in the jars? cups of jam",9,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,138,138,110,138,0.1739130434782608,0.1159420289855072,0.782608695652174,"[{""answer_norm"": ""9"", ""n"": 122}, {""answer_norm"": ""3"", ""n"": 2}, {""answer_norm"": ""8"", ""n"": 2}, {""answer_norm"": ""0.5625"", ""n"": 1}, {""answer_norm"": ""1 1/2"", ""n"": 1}]",model_dev,
414639,PSBCPMQ,2,Fill-in-the-blank(s),Numeric,What is the greatest common factor of 42 and 15?,What is the greatest common factor of 42 and 15?,3,other,6.NS.B.4,Find Common Factors & Multiples,679,674,593,679,0.1089837997054491,0.0618556701030927,0.7982326951399117,"[{""answer_norm"": ""3"", ""n"": 589}, {""answer_norm"": ""1"", ""n"": 16}, {""answer_norm"": ""5"", ""n"": 10}, {""answer_norm"": ""15"", ""n"": 8}, {""answer_norm"": ""2"", ""n"": 8}]",model_dev,
414757,PSBCPK5,3,Fill-in-the-blank(s),Numeric,How many cups of jam are in each jar? cups of jam,How many cups of jam are in each jar? cups of jam,1 1/2,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,135,131,101,135,0.2296296296296296,0.237037037037037,0.6074074074074074,"[{""answer_norm"": ""1 1/2"", ""n"": 53}, {""answer_norm"": ""1.5"", ""n"": 32}, {""answer_norm"": ""37 1/2"", ""n"": 7}, {""answer_norm"": ""37.5"", ""n"": 7}, {""answer_norm"": ""1/2"", ""n"": 5}]",validation,
414817,PSBCPMQ,3,Fill-in-the-blank(s),Numeric,What is the greatest common factor of 42 and 50?,What is the greatest common factor of 42 and 50?,2,other,6.NS.B.4,Find Common Factors & Multiples,671,666,595,671,0.0909090909090909,0.0611028315946348,0.7540983606557377,"[{""answer_norm"": ""2"", ""n"": 543}, {""answer_norm"": ""1"", ""n"": 28}, {""answer_norm"": ""3"", ""n"": 21}, {""answer_norm"": ""6"", ""n"": 20}, {""answer_norm"": ""1,2"", ""n"": 12}]",model_dev,
415185,PSBCPNT,3,Fill-in-the-blank(s),Numeric,How many jars did he fill? jars of jam,How many jars did he fill? jars of jam,9,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,122,122,94,122,0.221311475409836,0.0901639344262295,0.6311475409836066,"[{""answer_norm"": ""9"", ""n"": 91}, {""answer_norm"": ""8"", ""n"": 6}, {""answer_norm"": ""1.5"", ""n"": 3}, {""answer_norm"": ""5"", ""n"": 3}, {""answer_norm"": ""6"", ""n"": 3}]",model_dev,
416720,PRABFKEU,1,Fill-in-the-blank(s),Numeric,Find the quotient. 1 7 ÷ 1 8,Find the quotient. 1 / 7 / 1 / 8,7-Aug,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,442,440,342,442,0.2036199095022624,0.085972850678733,0.6470588235294118,"[{""answer_norm"": ""8/7"", ""n"": 221}, {""answer_norm"": ""1 1/7"", ""n"": 93}, {""answer_norm"": ""1/56"", ""n"": 23}, {""answer_norm"": ""1"", ""n"": 10}, {""answer_norm"": ""7/8"", ""n"": 10}]",model_dev,
416968,PRABFKE2,1,Fill-in-the-blank(s),Numeric,Find the quotient. 12 5 ÷ 6 5,Find the quotient. 12 / 5 / 6 / 5,2,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,456,454,394,456,0.1228070175438596,0.0416666666666666,0.7587719298245614,"[{""answer_norm"": ""2"", ""n"": 261}, {""answer_norm"": ""60/30"", ""n"": 85}, {""answer_norm"": ""2/5"", ""n"": 17}, {""answer_norm"": ""2/1"", ""n"": 15}, {""answer_norm"": ""5/5"", ""n"": 7}]",model_dev,
417173,PRABFKE3,1,Fill-in-the-blank(s),Numeric,Find the quotient. 1 10 ÷ 10,Find the quotient. 1 / 10 / 10,1/100,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,377,374,311,377,0.1618037135278514,0.0450928381962864,0.623342175066313,"[{""answer_norm"": ""1/100"", ""n"": 214}, {""answer_norm"": ""1"", ""n"": 58}, {""answer_norm"": ""0.01"", ""n"": 29}, {""answer_norm"": ""1/10"", ""n"": 22}, {""answer_norm"": ""10/10"", ""n"": 14}]",validation,
417385,PRABFKE4,1,Fill-in-the-blank(s),Numeric,Find the quotient. 9 10 ÷ 10 9,Find the quotient. 9 / 10 / 10 / 9,0.81,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,387,385,327,387,0.1472868217054263,0.0465116279069767,0.7390180878552972,"[{""answer_norm"": ""81/100"", ""n"": 257}, {""answer_norm"": ""0.81"", ""n"": 39}, {""answer_norm"": ""1"", ""n"": 21}, {""answer_norm"": "".81"", ""n"": 7}, {""answer_norm"": ""9/10"", ""n"": 7}]",model_dev,
418297,PRABHQG9,1,Fill-in-the-blank(s),Numeric,It takes Jada 20 minutes to walk to school. It takes Andre 80% as long to walk to school. How long does it take Andre to walk to school? minutes,It takes Jada 20 minutes to walk to school. It takes Andre 80% as long to walk to school. How long does it take Andre to walk to school? minutes,16,ratio_percent,6.RP.A.3c,Solve Problems Involving Percents,361,360,281,361,0.1883656509695291,0.0554016620498614,0.6592797783933518,"[{""answer_norm"": ""16"", ""n"": 257}, {""answer_norm"": ""15"", ""n"": 11}, {""answer_norm"": ""18"", ""n"": 10}, {""answer_norm"": ""36"", ""n"": 7}, {""answer_norm"": ""19.2"", ""n"": 6}]",model_dev,
423276,PRABEPMC,1,Fill-in-the-blank(s),Numeric,"Write the exact value of the side length, in units, of a square whose area in square units is 36. units","Write the exact value of the side length, in units, of a square whose area in square units is 36. units",6,ratio_percent,8.NS.A.2,Approximate Irrational Numbers,648,639,592,648,0.0802469135802469,0.0246913580246913,0.8888888888888888,"[{""answer_norm"": ""6"", ""n"": 619}, {""answer_norm"": ""1296"", ""n"": 6}, {""answer_norm"": ""9"", ""n"": 4}, {""answer_norm"": ""18"", ""n"": 3}, {""answer_norm"": ""16"", ""n"": 2}]",model_dev,
423601,PRABEPME,1,Fill-in-the-blank(s),Numeric,"Write the exact value of the side length, in units, of a square whose area in square units is 100 9 . units","Write the exact value of the side length, in units, of a square whose area in square units is 100 / 9. units",3-Oct,ratio_percent,8.NS.A.2,Approximate Irrational Numbers,639,630,390,639,0.3599374021909233,0.3020344287949921,0.5070422535211268,"[{""answer_norm"": ""10/3"", ""n"": 367}, {""answer_norm"": ""3 1/3"", ""n"": 33}, {""answer_norm"": ""sqrt(100/9)"", ""n"": 28}, {""answer_norm"": ""11.1"", ""n"": 21}, {""answer_norm"": ""11.11"", ""n"": 13}]",test,
423932,PRABEPMZ,1,Fill-in-the-blank(s),Numeric,"Write the exact value of the side length, in units, of a square whose area in square units is 0 . 0001 . units","Write the exact value of the side length, in units, of a square whose area in square units is 0.0001. units",0.01,ratio_percent,8.NS.A.2,Approximate Irrational Numbers,612,607,428,612,0.2875816993464052,0.2107843137254902,0.6013071895424836,"[{""answer_norm"": ""0.01"", ""n"": 273}, {""answer_norm"": "".01"", ""n"": 175}, {""answer_norm"": ""0.0001"", ""n"": 20}, {""answer_norm"": ""0.1"", ""n"": 15}, {""answer_norm"": ""0.001"", ""n"": 13}]",model_dev,
424251,PRABEPM4,1,Fill-in-the-blank(s),Numeric,Find the area of a square if its side length is 1 5 cm. square centimeter,Find the area of a square if its side length is 1 / 5 cm. square centimeter,25-Jan,geometry_measurement,8.EE.A.1,Know & Apply Properties of Exponents,616,609,459,616,0.2467532467532467,0.0584415584415584,0.6461038961038961,"[{""answer_norm"": ""1/25"", ""n"": 373}, {""answer_norm"": ""0.04"", ""n"": 82}, {""answer_norm"": ""1/10"", ""n"": 19}, {""answer_norm"": "".04"", ""n"": 12}, {""answer_norm"": ""1/5"", ""n"": 10}]",validation,
424393,PRABEPM5,1,Fill-in-the-blank(s),Numeric,Find the area of a square if its side length is 3 7 units. square unit,Find the area of a square if its side length is 3 / 7 units. square unit,Sep-49,geometry_measurement,8.EE.A.1,Know & Apply Properties of Exponents,611,604,441,611,0.2553191489361702,0.0916530278232405,0.618657937806874,"[{""answer_norm"": ""9/49"", ""n"": 451}, {""answer_norm"": ""3/49"", ""n"": 12}, {""answer_norm"": ""0.18"", ""n"": 10}, {""answer_norm"": ""9/21"", ""n"": 9}, {""answer_norm"": ""3/7"", ""n"": 8}]",validation,
424567,PRABEPM6,1,Fill-in-the-blank(s),Numeric,Find the area of a square if its side length is 11 8 inches. square inches,Find the area of a square if its side length is 11 / 8 inches. square inches,121/64,geometry_measurement,8.EE.A.1,Know & Apply Properties of Exponents,613,608,487,613,0.200652528548124,0.0962479608482871,0.7357259380097879,"[{""answer_norm"": ""121/64"", ""n"": 467}, {""answer_norm"": ""1 57/64"", ""n"": 42}, {""answer_norm"": ""1.890625"", ""n"": 11}, {""answer_norm"": ""22/16"", ""n"": 10}, {""answer_norm"": ""1.89"", ""n"": 6}]",model_dev,
424722,PRABEPM7,1,Fill-in-the-blank(s),Numeric,Find the area of a square if its side length is 0 . 1 meters. square meters,Find the area of a square if its side length is 0.1 meters. square meters,0.01,geometry_measurement,8.EE.A.1,Know & Apply Properties of Exponents,598,595,478,598,0.197324414715719,0.0501672240802675,0.7207357859531772,"[{""answer_norm"": ""0.01"", ""n"": 356}, {""answer_norm"": "".01"", ""n"": 130}, {""answer_norm"": ""0.1"", ""n"": 28}, {""answer_norm"": ""0.001"", ""n"": 13}, {""answer_norm"": "".1"", ""n"": 12}]",model_dev,
424891,PRABEPM8,1,Fill-in-the-blank(s),Numeric,Find the area of a square if its side length is 3.5 cm. square centimeters,Find the area of a square if its side length is 3.5 cm. square centimeters,12.25,geometry_measurement,8.EE.A.1,Know & Apply Properties of Exponents,594,590,484,594,0.1801346801346801,0.0505050505050505,0.7609427609427609,"[{""answer_norm"": ""12.25"", ""n"": 505}, {""answer_norm"": ""49/4"", ""n"": 8}, {""answer_norm"": ""0.35"", ""n"": 7}, {""answer_norm"": ""7"", ""n"": 7}, {""answer_norm"": ""9.25"", ""n"": 7}]",model_dev,
425797,PSBCRGJ,1,Fill-in-the-blank(s),Numeric,Here is an expression: 3 · 2 t Evaluate the expression when t is 1.,Here is an expression: 3 * 2^(t) Evaluate the expression when t is 1.,6,equation_algebra,6.EE.A.1 | 6.EE.A.2c,Write & Evaluate Numerical Expressions with Exponents | Evaluate Expression in Real-World Context,3,3,3,3,0.0,0.0,1.0,"[{""answer_norm"": ""6"", ""n"": 3}]",test,
425926,PSBCRGJ,2,Fill-in-the-blank(s),Numeric,Here is an expression: 3 · 2 t Find the value of the expression when t is 4.,Here is an expression: 3 * 2^(t) Find the value of the expression when t is 4.,48,equation_algebra,6.EE.A.1 | 6.EE.A.2c,Write & Evaluate Numerical Expressions with Exponents | Evaluate Expression in Real-World Context,3,3,3,3,0.0,0.0,0.6666666666666666,"[{""answer_norm"": ""48"", ""n"": 2}, {""answer_norm"": ""58"", ""n"": 1}]",test,
426116,PSBCRJA,1,Fill-in-the-blank(s),Algebraic Expression,Write an expression equivalent to m + m + m + m that is a product of a coefficient and a variable.,Write an expression equivalent to m + m + m + m that is a product of a coefficient and a variable.,4m,ratio_percent,6.EE.A.2b | 6.EE.A.3,Identify Parts of an Expression | Generate Equivalent Expressions using Properties of Operations,34,33,32,34,0.0588235294117647,0.0,0.6470588235294118,"[{""answer_norm"": ""4m"", ""n"": 18}, {""answer_norm"": ""m^4"", ""n"": 5}, {""answer_norm"": ""m4"", ""n"": 3}, {""answer_norm"": ""2m"", ""n"": 1}, {""answer_norm"": ""3m"", ""n"": 1}]",model_dev,
426220,PSBCRJA,2,Fill-in-the-blank(s),Algebraic Expression,Write an expression equivalent to m + m + m + m that is a sum of two terms.,Write an expression equivalent to m + m + m + m that is a sum of two terms.,"2m+2m, 3m+m",ratio_percent,6.EE.A.2b | 6.EE.A.3,Identify Parts of an Expression | Generate Equivalent Expressions using Properties of Operations,34,33,32,34,0.0588235294117647,0.0,0.5588235294117647,"[{""answer_norm"": ""2m + 2m"", ""n"": 6}, {""answer_norm"": ""2m+2m"", ""n"": 3}, {""answer_norm"": ""4m"", ""n"": 3}, {""answer_norm"": ""m^4"", ""n"": 3}, {""answer_norm"": ""(m+m) + (m+m)"", ""n"": 2}]",model_dev,
426461,PSBCRM3,1,Fill-in-the-blank(s),Numeric,Jada makes sparkling juice by mixing 2 cups of sparkling water with every 3 cups of apple juice. How much sparkling water does Jada need if she uses 15 cups of apple juice? cups of sparkling water,Jada makes sparkling juice by mixing 2 cups of sparkling water with every 3 cups of apple juice. How much sparkling water does Jada need if she uses 15 cups of apple juice? cups of sparkling water,10,ratio_percent,6.RP.A.3a | 6.EE.C.9,Create Tables to Compare Equivalent Ratios | Write & Analyze Relationships Between Dependent & Independent Variables,3,3,3,3,0.0,0.0,1.0,"[{""answer_norm"": ""10"", ""n"": 3}]",model_dev,
426575,PSBCRM3,2,Fill-in-the-blank(s),Numeric,Jada makes sparkling juice by mixing 2 cups of sparkling water with every 3 cups of apple juice. How much apple juice does Jada need if she uses 6 cups of sparkling water? cups of apple juice,Jada makes sparkling juice by mixing 2 cups of sparkling water with every 3 cups of apple juice. How much apple juice does Jada need if she uses 6 cups of sparkling water? cups of apple juice,9,ratio_percent,6.RP.A.3a | 6.EE.C.9,Create Tables to Compare Equivalent Ratios | Write & Analyze Relationships Between Dependent & Independent Variables,3,3,3,3,0.0,0.0,0.6666666666666666,"[{""answer_norm"": ""9"", ""n"": 2}, {""answer_norm"": ""4"", ""n"": 1}]",model_dev,
428623,PSBCRZ8,1,Fill-in-the-blank(s),Numeric,What is 10% of 75?,What is 10% of 75?,7.5,ratio_percent,7.RP.A.3,Use Proportional Relationships to Solve Ratio & Percent Problems,696,652,629,696,0.0948275862068965,0.014367816091954,0.8520114942528736,"[{""answer_norm"": ""7.5"", ""n"": 611}, {""answer_norm"": ""750"", ""n"": 10}, {""answer_norm"": ""65"", ""n"": 6}, {""answer_norm"": ""7.50"", ""n"": 6}, {""answer_norm"": ""75"", ""n"": 5}]",model_dev,
428993,PSBCR4G,1,Fill-in-the-blank(s),Numeric,What is 1% of 75?,What is 1% of 75?,0.75,ratio_percent,7.RP.A.3,Use Proportional Relationships to Solve Ratio & Percent Problems,689,648,626,689,0.0914368650217706,0.0217706821480406,0.8359941944847605,"[{""answer_norm"": ""0.75"", ""n"": 439}, {""answer_norm"": "".75"", ""n"": 153}, {""answer_norm"": ""75"", ""n"": 42}, {""answer_norm"": ""7.5"", ""n"": 16}, {""answer_norm"": ""0.7"", ""n"": 3}]",model_dev,
429356,PRABEURV,1,Fill-in-the-blank(s),Numeric,Angle H is half as large as angle J . Angle J is one fourth as large as angle K . Angle K has a measure of 240 degrees. What is the measure of angle H ? °,Angle H is half as large as angle J. Angle J is one fourth as large as angle K. Angle K has a measure of 240 degrees. What is the measure of angle H? °,30,fraction,5.NF.B.6,Solve Real-World Problems Involving Multiplication of Fractions,595,593,481,595,0.1899159663865546,0.0756302521008403,0.6907563025210084,"[{""answer_norm"": ""30"", ""n"": 474}, {""answer_norm"": ""60"", ""n"": 15}, {""answer_norm"": ""240"", ""n"": 12}, {""answer_norm"": ""120"", ""n"": 10}, {""answer_norm"": ""480"", ""n"": 8}]",model_dev,
429393,PSBCR6G,1,Fill-in-the-blank(s),Numeric,What is 0.1% of 75?,What is 0.1% of 75?,0.075,ratio_percent,7.RP.A.3,Use Proportional Relationships to Solve Ratio & Percent Problems,685,644,623,685,0.0890510948905109,0.0218978102189781,0.8452554744525548,"[{""answer_norm"": ""0.075"", ""n"": 476}, {""answer_norm"": "".075"", ""n"": 121}, {""answer_norm"": ""0.75"", ""n"": 16}, {""answer_norm"": ""7.5"", ""n"": 16}, {""answer_norm"": ""0.0075"", ""n"": 9}]",test,
429767,PSBCR8Q,1,Fill-in-the-blank(s),Numeric,What is 0.5% of 75?,What is 0.5% of 75?,0.375,ratio_percent,7.RP.A.3,Use Proportional Relationships to Solve Ratio & Percent Problems,681,641,565,681,0.1703377386196769,0.052863436123348,0.7033773861967695,"[{""answer_norm"": ""0.375"", ""n"": 420}, {""answer_norm"": "".375"", ""n"": 96}, {""answer_norm"": ""3.75"", ""n"": 51}, {""answer_norm"": ""37.5"", ""n"": 25}, {""answer_norm"": ""0.0075"", ""n"": 5}]",test,
430257,PSBCSBC,1,Fill-in-the-blank(s),Numeric,A penguin walks 10 feet in 6 seconds. At this speed: How far does the penguin walk in 45 seconds? feet,A penguin walks 10 feet in 6 seconds. At this speed: How far does the penguin walk in 45 seconds? feet,75,ratio_percent,6.RP.A.3b,Solve Unit Rate Problems,423,386,275,423,0.3333333333333333,0.0685579196217494,0.4657210401891253,"[{""answer_norm"": ""75"", ""n"": 232}, {""answer_norm"": ""27"", ""n"": 36}, {""answer_norm"": ""75.15"", ""n"": 18}, {""answer_norm"": ""72"", ""n"": 14}, {""answer_norm"": ""7.5"", ""n"": 11}]",validation,
430376,PSBCSBC,2,Fill-in-the-blank(s),Numeric,How long does it take the penguin to walk 45 feet? seconds,How long does it take the penguin to walk 45 feet? seconds,27,ratio_percent,6.RP.A.3b,Solve Unit Rate Problems,413,381,278,413,0.3075060532687651,0.0581113801452784,0.5641646489104116,"[{""answer_norm"": ""27"", ""n"": 260}, {""answer_norm"": ""75"", ""n"": 24}, {""answer_norm"": ""7.5"", ""n"": 11}, {""answer_norm"": ""26"", ""n"": 10}, {""answer_norm"": ""270"", ""n"": 9}]",validation,
430695,PSBCSCN,2,Fill-in-the-blank(s),Numeric,What should her answer have been? x =,What should her answer have been? x =,2-Jan,ratio_percent,8.EE.C.7b,Solve Multi-Step Linear Equations with Rational Number Coefficients,384,382,236,384,0.3828125,0.1171875,0.5338541666666666,"[{""answer_norm"": ""1/2"", ""n"": 251}, {""answer_norm"": ""17/34"", ""n"": 10}, {""answer_norm"": "".5"", ""n"": 7}, {""answer_norm"": ""1"", ""n"": 6}, {""answer_norm"": ""-17"", ""n"": 5}]",model_dev,
436208,PSBCTBM,4,Fill-in-the-blank(s),Numeric,What is the largest number of combination bags that Diego can make with no left over? combination bags,What is the largest number of combination bags that Diego can make with no left over? combination bags,16,other,6.NS.B.4,Find Common Factors & Multiples,38,37,38,38,0.0,0.0,,"[{""answer_norm"": ""16"", ""n"": 3}, {""answer_norm"": ""?"", ""n"": 2}, {""answer_norm"": ""in book"", ""n"": 2}, {""answer_norm"": ""."", ""n"": 1}, {""answer_norm"": ""0"", ""n"": 1}]",validation,
436482,PSBCTEB,1,Fill-in-the-blank(s),Exact Match,"Find all of the factors of 21. List the factors in ascending (least to greatest) order, with a comma in between each of them, and with no spaces.","Find all of the factors of 21. List the factors in ascending (least to greatest) order, with a comma in between each of them, and with no spaces.","1,3,7,21",other,6.NS.B.4,Find Common Factors & Multiples,39,39,28,39,0.282051282051282,0.1282051282051282,0.5641025641025641,"[{""answer_norm"": ""1,3,7,21"", ""n"": 25}, {""answer_norm"": ""1,3,7"", ""n"": 4}, {""answer_norm"": ""1,3"", ""n"": 2}, {""answer_norm"": ""3,7"", ""n"": 2}, {""answer_norm"": ""1"", ""n"": 1}]",model_dev,
436594,PSBCTEB,2,Fill-in-the-blank(s),Exact Match,"Find all of the factors of 6. List the factors in ascending (least to greatest) order, with a comma in between each of them, and with no spaces.","Find all of the factors of 6. List the factors in ascending (least to greatest) order, with a comma in between each of them, and with no spaces.","1,2,3,6",other,6.NS.B.4,Find Common Factors & Multiples,38,38,35,38,0.0789473684210526,0.0263157894736842,0.8157894736842105,"[{""answer_norm"": ""1,2,3,6"", ""n"": 32}, {""answer_norm"": ""1,2,3"", ""n"": 2}, {""answer_norm"": ""1,2,3,4"", ""n"": 1}, {""answer_norm"": ""1,2,3,4,6"", ""n"": 1}, {""answer_norm"": ""1,3,6"", ""n"": 1}]",model_dev,
436717,PSBCTEB,3,Fill-in-the-blank(s),Numeric,Identify the greatest common factor of 21 and 6.,Identify the greatest common factor of 21 and 6.,3,other,6.NS.B.4,Find Common Factors & Multiples,37,37,32,37,0.1351351351351351,0.054054054054054,0.8108108108108109,"[{""answer_norm"": ""3"", ""n"": 33}, {""answer_norm"": ""1"", ""n"": 2}, {""answer_norm"": ""6"", ""n"": 1}, {""answer_norm"": ""7.5"", ""n"": 1}]",model_dev,
436921,PSBCTGA,1,Fill-in-the-blank(s),Exact Match,"Find all of the factors of 28. List the factors in ascending (least to greatest) order, with a comma in between each of them, and with no spaces.","Find all of the factors of 28. List the factors in ascending (least to greatest) order, with a comma in between each of them, and with no spaces.","1,2,4,7,14,28",other,6.NS.B.4,Find Common Factors & Multiples,37,37,27,37,0.2702702702702703,0.1351351351351351,0.4864864864864865,"[{""answer_norm"": ""1,2,4,7,14,28"", ""n"": 19}, {""answer_norm"": ""1,2,4,7,28"", ""n"": 4}, {""answer_norm"": ""1, 2, 4, 7, 14, 28"", ""n"": 2}, {""answer_norm"": ""1,4,7,28"", ""n"": 2}, {""answer_norm"": ""1,2,4"", ""n"": 1}]",test,
437042,PSBCTGA,2,Fill-in-the-blank(s),Exact Match,"Find all of the factors of 12. List the factors in ascending (least to greatest) order, with a comma in between each of them, and with no spaces.","Find all of the factors of 12. List the factors in ascending (least to greatest) order, with a comma in between each of them, and with no spaces.","1,2,3,4,6,12",other,6.NS.B.4,Find Common Factors & Multiples,37,37,36,37,0.027027027027027,0.0,0.8918918918918919,"[{""answer_norm"": ""1,2,3,4,6,12"", ""n"": 34}, {""answer_norm"": ""1, 2, 3, 4, 6, and 12"", ""n"": 1}, {""answer_norm"": ""1,2,3,4,6"", ""n"": 1}, {""answer_norm"": ""1,2,3,6,12"", ""n"": 1}]",test,
437057,PSBCTHV,1,Fill-in-the-blank(s),Numeric,"The circumference of a car wheel is about 65 inches. If the car wheel rotates once per second, how far does the car travel in one minute? inches","The circumference of a car wheel is about 65 inches. If the car wheel rotates once per second, how far does the car travel in one minute? inches",3900,equation_algebra,7.G.B.4,Solve Problems Involving Area & Circumference of Circles,70,69,56,70,0.2,0.0,0.7428571428571429,"[{""answer_norm"": ""3900"", ""n"": 53}, {""answer_norm"": ""3,900"", ""n"": 7}, {""answer_norm"": ""65"", ""n"": 3}, {""answer_norm"": ""325"", ""n"": 2}, {""answer_norm"": ""20"", ""n"": 1}]",model_dev,
437180,PSBCTGA,3,Fill-in-the-blank(s),Numeric,Identify the greatest common factor of 28 and 12.,Identify the greatest common factor of 28 and 12.,4,other,6.NS.B.4,Find Common Factors & Multiples,37,37,34,37,0.081081081081081,0.0,0.8108108108108109,"[{""answer_norm"": ""4"", ""n"": 31}, {""answer_norm"": ""2"", ""n"": 3}, {""answer_norm"": ""6"", ""n"": 2}, {""answer_norm"": ""12"", ""n"": 1}]",test,
