subjid,prob,resp,strategy,instruction_nl,response_nl
831,3/5+1/2,1 1/10,"For trial 402, I got the least common denominator of 10 and the numerators were 6 and 5 and 6 plus 5 equals 11 over 10 which equals out to be 1 and 1/10.",Solve this fraction problem: 3/5+1/2=?,"For trial 402, I got the least common denominator of 10 and the numerators were 6 and 5 and 6 plus 5 equals 11 over 10 which equals out to be 1 and 1/10.
### answer: 1 1/10"
831,3/5:1/2,1 1/5,"For trial 501, I got 1 and 1/5 because for division you change the second number to its reciprocal which is 2 over 1 and then 3 times 2 equals 6 and 5 times 1 equals 5 which is the same as 1 and 1/5.",Solve this fraction problem: 3/5:1/2=?,"For trial 501, I got 1 and 1/5 because for division you change the second number to its reciprocal which is 2 over 1 and then 3 times 2 equals 6 and 5 times 1 equals 5 which is the same as 1 and 1/5.
### answer: 1 1/5"
831,3/5:2/5,1 1/2,"For trial 502, I got 1 and 1/2 because um whenever you change the second number to its reciprocal you get 5 over 2 and 3/5 and then the 5s cancel out so you get 1 and 3 times 1 equals 3 and then 1 times 2 equals 2 which is the same as 1 and 1/2.",Solve this fraction problem: 3/5:2/5=?,"For trial 502, I got 1 and 1/2 because um whenever you change the second number to its reciprocal you get 5 over 2 and 3/5 and then the 5s cancel out so you get 1 and 3 times 1 equals 3 and then 1 times 2 equals 2 which is the same as 1 and 1/2.
### answer: 1 1/2"
831,3/5*2/5,6/25,"Ok. For trial 601, I... my answer was 6 over 25 because 3 times 2 equals 6 for the numerator and 5 times 5 is 25 for the denominator.",Solve this fraction problem: 3/5*2/5=?,"Ok. For trial 601, I... my answer was 6 over 25 because 3 times 2 equals 6 for the numerator and 5 times 5 is 25 for the denominator.
### answer: 6/25"
831,3/5*1/2,3/10,"Um, as my answer I got 3 over 10 because 3 times 1 equals 3 and 5 times 2 equals 10 and 5 times 2 is the denominator which ould be 10 and 3 times 1 is 3 which be the uh numerator. That was trial 602.",Solve this fraction problem: 3/5*1/2=?,"Um, as my answer I got 3 over 10 because 3 times 1 equals 3 and 5 times 2 equals 10 and 5 times 2 is the denominator which ould be 10 and 3 times 1 is 3 which be the uh numerator. That was trial 602.
### answer: 3/10"
831,3/5-2/5,1/5,"For trial 701, I got 1/5 because 3 minus 2 equals 1 and the denominators are already the same so just bring it over and you get 1/5.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, I got 1/5 because 3 minus 2 equals 1 and the denominators are already the same so just bring it over and you get 1/5.
### answer: 1/5"
831,3/5-1/2,1/10,"For trial 702, the least common denominator is 10 and then for the numerators I got 6 and 5. 6 minus 5 is 1 which is 1/10.",Solve this fraction problem: 3/5-1/2=?,"For trial 702, the least common denominator is 10 and then for the numerators I got 6 and 5. 6 minus 5 is 1 which is 1/10.
### answer: 1/10"
832,3/5+2/5,5/5,"For trial 401, I added the numerators- 3 plus 2 is 5 and then the denominators were already the same so you didn't need a common denominator. It just stayed 5. So 5 over 5 was 1.",Solve this fraction problem: 3/5+2/5=?,"For trial 401, I added the numerators- 3 plus 2 is 5 and then the denominators were already the same so you didn't need a common denominator. It just stayed 5. So 5 over 5 was 1.
### answer: 5/5"
832,3/5+1/2,5/5,"For trial 402, I had to getwow I did that wrong. Um I should've got a common denominator of 10 so I would've done 5 times 2 is 10 and 3 times 2 is 6 plus 2 times 5 is 10 and 1 times 5 is 5. So it would've beenoh I forget what I did. Oh 3 over 5 plus 2 over 5 is 5 over 5.",Solve this fraction problem: 3/5+1/2=?,"For trial 402, I had to getwow I did that wrong. Um I should've got a common denominator of 10 so I would've done 5 times 2 is 10 and 3 times 2 is 6 plus 2 times 5 is 10 and 1 times 5 is 5. So it would've beenoh I forget what I did. Oh 3 over 5 plus 2 over 5 is 5 over 5.
### answer: 5/5"
832,3/5:1/2,1 1/5,"For trial 501, I did um 3/5 times 2 over 1 equals 6 over 5. And made it into a mixed number which was 1 and 1/5.",Solve this fraction problem: 3/5:1/2=?,"For trial 501, I did um 3/5 times 2 over 1 equals 6 over 5. And made it into a mixed number which was 1 and 1/5.
### answer: 1 1/5"
832,3/5:2/5,1 1/2,"For trial 502, um, I got the reciprocal for 5 over 2 and did 3 over 5 times 5 over 2. And got 15 over 10 and then made it into uh a mixed number and got 1 and 1/2.",Solve this fraction problem: 3/5:2/5=?,"For trial 502, um, I got the reciprocal for 5 over 2 and did 3 over 5 times 5 over 2. And got 15 over 10 and then made it into uh a mixed number and got 1 and 1/2.
### answer: 1 1/2"
832,3/5*2/5,6/25,"For trial 601, I did 3 times 2 is 6 for the numerator and 5 times 5 is 25 for the denominator. And that was the answer.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, I did 3 times 2 is 6 for the numerator and 5 times 5 is 25 for the denominator. And that was the answer.
### answer: 6/25"
832,3/5*1/2,3/10,"For trial 602, I just multiplied across. 3 times 1 is 3 for the numerator and 5 times 2 is 10 as the denominator. And that was my answer.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I just multiplied across. 3 times 1 is 3 for the numerator and 5 times 2 is 10 as the denominator. And that was my answer.
### answer: 3/10"
832,3/5-2/5,1/5,"For trial 701, I did 3/5 minus 2/5 and got 1/5.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, I did 3/5 minus 2/5 and got 1/5.
### answer: 1/5"
832,3/5-1/2,1/10,"For trial 702, I had to get a common denominator to subtract the fractions. And I found that it was 10 so I did 6 over 10 minus um 5 over 10and got 1 over 10.",Solve this fraction problem: 3/5-1/2=?,"For trial 702, I had to get a common denominator to subtract the fractions. And I found that it was 10 so I did 6 over 10 minus um 5 over 10and got 1 over 10.
### answer: 1/10"
